第0类：
		google	0.0267632366762
		apple	0.0241596018471
		iphone	0.011034959363
		facebook	0.00958311838021
		app	0.00927339230389
		data	0.00687301521239
		phone	0.0068633362725
		users	0.00545021104928
		security	0.00539213740997
		internet	0.00534374271055
		windows	0.00513080603308
		%	0.00485011677641
		store	0.00443392236135
		patent	0.00406612264572
		ipad	0.00404676476595
		android	0.00400804900641
		apps	0.0039499753671
		privacy	0.00394029642721
		twitter	0.00392093854744
		ios	0.00381447020871
第1类：
		show	0.0168564259338
		web	0.0134872405226
		–	0.013057740966
		javascript	0.0103184882379
		code	0.00858140114209
		google	0.00857185670749
		python	0.00759832437906
		source	0.00737880238344
		app	0.00621438136316
		ruby	0.00609984814805
		search	0.00530766007687
		framework	0.00521221573095
		development	0.00511677138502
		java	0.00504996034287
		rails	0.00485907165102
		data	0.00482089391266
		ios	0.00479226060888
		apps	0.00474453843592
		api	0.00464909408999
		engine	0.00460137191703
第2类：
		hn	0.0461498706395
		ask	0.0387414675723
		startup	0.0168392689125
		show	0.0165266780658
		i	0.0138592361738
		news	0.00783665252714
		software	0.00776371466291
		business	0.00754490107021
		facebook	0.00754490107021
		app	0.00681552242787
		product	0.00661754822495
		job	0.00580481202349
		project	0.005471381787
		web	0.00539844392277
		twitter	0.00515879094028
		startups	0.00497123643225
		idea	0.00495039704247
		people	0.00483578039868
		hacker	0.00467948497532
		–	0.00456486833153
第3类：
		data	0.00902054408804
		computer	0.00706029521575
		video	0.00700364062406
		world	0.00656173480892
		science	0.00582522511702
		game	0.00549662848525
		–	0.00533799562853
		language	0.00499806807842
		brain	0.00497540624175
		programming	0.00487342797672
		space	0.00471479512
		machine	0.00461281685497
		life	0.00446551491659
		system	0.00443152216158
		pdf	0.00431821297821
		time	0.00423889654985
		software	0.00423889654985
		design	0.00423889654985
		scientists	0.003672350633
		power	0.0034570631846
第4类：
		startup	0.00778991626186
		world	0.00715061250627
		tech	0.00650065368809
		startups	0.00627689737363
		bitcoin	0.00584003980731
		internet	0.00519008098913
		people	0.00376230260165
		day	0.00364509691312
		money	0.00355985641238
		data	0.00354920134978
		time	0.003517236162
		life	0.00350658109941
		video	0.00341068553607
		–	0.00334675516051
		facebook	0.00318692922162
		year	0.00314430897124
		business	0.00309103365828
		technology	0.00292055265679
		things	0.00278203684308
		venture	0.00271810646752
